德尚世家 大南山脚下高端别墅，上下三层，样板房装修,6室2厅,267.47平米,"			共1层
万象天成 低楼层 通风采光好  业主诚心出售,1室1厅,40.77平米,"				低层/21层
		
",北,2009年建,龙岗中心城二手房,万象天成 (盛龙花园),"
          "
嘉葆润金座 精装大四房，此价同户型找不出第二套 诚心出售,3室2厅,81.27平米,"				低层/32层
		
",北,2012年建,新洲二手房,嘉葆润金座 (嘉葆润金座家园),"
          "
承翰半山海墅 半山海精装一房楼层高看花园美景,1室1厅,37平米,"				高层/12层
		
",南,2015年建,大鹏二手房,承翰半山海墅 (半山海花园),"
          "
金地梅陇镇 业主全新装修 红木地板 高层朝花园看泳池 红山商圈,3室2厅,112.73平米,"				高层/33层
		
",南北,2005年建,深圳北二手房,金地梅陇镇 (金地梅陇镇花园),"
          "
中央悦城花园 买一送一复试房双套间满五年唯-一价格可大谈,5室2厅,206.15平米,"				中层/28层
		
",南,2007年建,龙岗中心城二手房,"中央悦城花园 (悦城花园三期,悦城花园)","
          "
金地名峰 马峦山脚下14号线地铁 精装复式4房,4室2厅,88.12平米,"				中层/30层
		
",南,2013年建,龙岗宝荷二手房,金地名峰,"
          "
阳光天健城 大运区外国语学校旁边，业主诚心出售.,4室2厅,143.81平米,"				高层/26层
		
",东南,2010年建,大运新城二手房,阳光天健城 (阳光盛荟),"
          "
坤祥花语馨 精装 楼层适中   视野开阔  采光充足,3室2厅,83.43平米,"				高层/30层
		
",南,2016年建,布吉街二手房,坤祥花语馨,"
          "
阳光新干线 高楼层，阳光充足，业主诚心出售,1室1厅,38.99平米,"				中层/33层
		
",北,2005年建,春风路二手房,阳光新干线 (阳光新干线家园),"
          "
时代景苑 背靠凤凰山，看立新湖，98精装大三房 交通方便,3室2厅,97.09平米,"				低层/16层
		
",东,2002年建,福永二手房,时代景苑 (时代景苑二期),"
          "
华茂欣园 莲花山旁朝南向精装大三房放售看房方便带车位哦,3室2厅,122.86平米,"				低层/32层
		
",南,2004年建,景田二手房,华茂欣园,"
          "
海珑华苑 螺岭两房 总价低 税费少 租金高 看房方便,2室0厅,60.78平米,"				高层/28层
		
",北,1995年建,罗湖口岸二手房,海珑华苑,"
          "
富通御岭公馆 全新安静毛坯两房，急售，配套齐全交通方便,1室2厅,81.7平米,"				低层/28层
		
",南,2006年建,松岗二手房,富通御岭公馆 (畔山御景花园),"
          "
华丽花园 螺岭未用 朝南 住家安静三房,3室2厅,88.29平米,"				高层/29层
		
",南,1996年建,螺岭二手房,华丽花园,"
          "
金地上塘道 新上房源  朝南 看花园3房 满五年 欠款少 ,3室2厅,89.58平米,"				低层/24层
		
",南北,2010年建,红山二手房,金地上塘道 (金地上塘道花园),"
          "
保利悦都 地铁清湖站，业主工作调动，忍痛抛售！看房有钥匙~~,5室2厅,116.48平米,"				低层/27层
		
",南北,2015年建,龙华中心二手房,"保利悦都 (保利天街,保利悦都花园)","
          "
阳光棕榈园二期 顶复带花园 看房方便，少量欠款  业主急售 ,7室2厅,165.4平米,"				高层/6层
		
",南北,2002年建,前海二手房,"阳光棕榈园二期 (棕榈园二期,阳光棕榈园)","
          "
恒大国香山花园 89平精装大3房，朝南，高赠送,3室2厅,89.17平米,"				中层/42层
		
",西南,2014年建,布吉南岭二手房,恒大国香山花园 (国香山花园),"
          "
金地龙城中央 标准三房，诚心出售看房方便,3室2厅,89平米,"				高层/19层
		
",南,2016年建,龙岗中心城二手房,金地龙城中央 (金地凯旋广场),"
          "
佳兆业大都汇 深圳东站 布吉地铁站 户型方正采光好 诚意出售,2室1厅,73.64平米,"				低层/33层
		
",南,2011年建,布吉关二手房,佳兆业大都汇 (大都汇大厦),"
          "
金山碧海 大型复式 看山看海 景观好 红本在手 实用260平,5室3厅,171.42平米,"				高层/34层
		
",东南,2007年建,盐田二手房,金山碧海 (金山碧海花园),"
          "
可园六期 2+1三房 南北通  价钱可谈,2室2厅,73.38平米,"				低层/26层
		
",北,2011年建,布吉关二手房,可园六期 (可园五六七期),"
          "
万科清林径 住家保养 大四房 赠送面积大 ,4室2厅,133平米,"				低层/23层
		
",南北,2008年建,龙岗中心城二手房,"万科清林径 (千林山居三期,千林山居)","
          "
麒麟花园二期 二期花园中间位置  安静  转角大阳台  标准4房,4室2厅,139.62平米,"				高层/17层
		
",南北,2001年建,南头二手房,麒麟花园二期 (金麒麟花园),"
          "
可乐园 精装修  复试两房两厅  业主诚心出售  看房方便,2室2厅,43.53平米,"				中层/5层
		
",南,2007年建,龙华中心二手房,可乐园,"
          "
旭飞华达园二期 厅出阳台 户型方正 无遮挡,1室1厅,42.47平米,"				中层/33层
		
",东北,2002年建,百仕达二手房,旭飞华达园二期 (华达园公寓),"
          "
泰华锦绣城 安静大四房 住家装修保养好 税费低 居家优选,4室2厅,118平米,"				低层/13层
		
",东,1999年建,翻身二手房,泰华锦绣城,"
          "
国展苑 关口大户型精装修五居室，满五年红本，住家舒适，有匙,5室2厅,133.45平米,"				高层/32层
		
",西南,1997年建,布吉关二手房,国展苑,"
          "
益田村 2室2厅1厨1卫 71.87m² 满五唯独,2室2厅,71.87平米,"				中层/18层
		
",东北,1995年建,石厦二手房,益田村,"
          "
世纪春城四期 复式精装3房，南北通性价比高，采光好看房方便,4室2厅,99.92平米,"				高层/24层
		
",西南,2008年建,深圳北二手房,世纪春城四期,"
          "
深华科技园宿舍 普通装修 43平 两房高使用率 小区安静,2室1厅,42.87平米,"				低层/7层
		
",西,1996年建,梅林二手房,"深华科技园宿舍 (科技园宿舍,深华科技工业园宿舍楼)","
          "
玫瑰园小区 通透方正朝南 四海公园旁 育才二小二中,3室2厅,78平米,"				高层/7层
		
",南北,1987年建,蛇口二手房,玫瑰园小区 (玫瑰园),"
          "
公园大地六期 朝南 满5年 小三房 精装 保养好,3室2厅,79.64平米,"				低层/32层
		
",东南,2008年建,龙岗中心城二手房,公园大地六期 (公园大地花园六期),"
          "
"可园七期 满五年,税率少",5室2厅,136.82平米,"				高层/23层
		
",南,2008年建,布吉关二手房,可园七期 (可园五六七期),"
          "
港澳8号 东门商圈近地铁螺蛉未用，高楼层视野开阔晚上夜景特美,1室1厅,42.5平米,"				高层/36层
		
",西南,2012年建,东门二手房,港澳8号 (港丰大厦),"
          "
半山道一号 银湖山，自然生态，居家选择很是不错！,4室2厅,88.24平米,"				低层/30层
		
",南北,2013年建,布吉街二手房,"半山道一号 (紫瑞花园,半山道1号礼宾府)","
          "
德福花园 电梯大三房厅出阳台，户型方正满五年少税 ,3室2厅,102.92平米,"				中层/12层
		
",北,1997年建,布吉街二手房,"德福花园 (德福中心,得意居)","
          "
东方盛世 关口电梯三居，满二年，税费少，人车分流,3室2厅,96.65平米,"				低层/17层
		
",南,2007年建,布吉关二手房,东方盛世 (东方盛世花园),"
          "
布吉阳光花园 118平高实用4房，双阳台南北通透， 景观好,4室2厅,118.76平米,"				低层/32层
		
",西南,2001年建,布吉街二手房,"布吉阳光花园 (祺峰华庭,阳光花园)","
          "
中信红树湾 五期 202平4+1房 百万豪华装修 南北通透 ,5室2厅,201平米,"				中层/30层
		
",东南,2005年建,红树湾二手房,"中信红树湾 (中信红树湾花城,中信花城)","
          "
中海康城国际 大运新城 花园中间 南北通透舒居豪装大5房恬静优雅,5室2厅,207.03平米,"				低层/18层
		
",南,2010年建,大运新城二手房,中海康城国际 (中海康城花园),"
          "
沙河世纪假日广场 一房一厅 带双阳台 空中花园 税费少 近益田 ,1室1厅,48.3平米,"				中层/34层
		
",东,2008年建,华侨城二手房,沙河世纪假日广场 (世纪假日广场),"
          "
怡泰大厦 精装红本，晃金楼层,1室1厅,34.94平米,"				高层/5层
		
",南,1998年建,东门二手房,怡泰大厦 (怡泰中心),"
          "
泰然广场 实用小区精致装修拎包入住,3室2厅,95.73平米,"				中层/8层
		
",北,1997年建,上下沙二手房,泰然广场,"
          "
满京华喜悦里华庭 赠送面积大近3号线南联已满2年红本在手,3室2厅,88.65平米,"				高层/32层
		
",北,2013年建,龙岗中心城二手房,"满京华喜悦里华庭 (满京华盈丰中心,满京华喜悦里(1-2)期)","
          "
龙翔花园 3号线吉祥站 户型方正 厨卫全明 客厅出阳台 ！,2室2厅,85.21平米,"				中层/11层
		
",东北,2004年建,龙岗中心城二手房,龙翔花园,"
          "
赛格eco中心 赛格广场小面积小户型出售，业主急卖，看房提前约,1室1厅,41.13平米,"				低层/32层
		
",南,2016年建,布吉水径二手房,赛格eco中心 (赛格新城市广场),"
          "
慢城三期 实惠电梯三房 业主实在卖 放有钥匙  看房方便,3室2厅,82.96平米,"				高层/18层
		
",北,2006年建,布吉大芬二手房,慢城三期 (慢城),"
          "
现代城华庭 满两年精装修三房，出行方便，配套完善,3室2厅,79.58平米,"				高层/33层
		
",南,2004年建,南山中心区二手房,现代城华庭,"
          "
可园七期 4室2厅1厨2卫 166.0m² 精致装修,4室2厅,166平米,"				低层/26层
		
",东南,2008年建,布吉关二手房,可园七期 (可园五六七期),"
          "
星湖花园 一房一厅户型好深中学校 周边旧改 价格可谈,1室1厅,38.32平米,"				低层/28层
		
",东南,1995年建,银湖二手房,星湖花园,"
          "
陶润懿峰 观澜天虹旁  精装复试2房公寓    挥泪抛售,2室2厅,51.79平米,"				中层/7层
		
",北,2016年建,观澜二手房,陶润懿峰 (银江春晓家园),"
          "
南岭花园 中间楼层居家三房  满五年免个税 诚心卖,3室1厅,63.59平米,"				低层/7层
		
",北,1993年建,布吉南岭二手房,南岭花园,"
          "
满京华喜悦里华庭 三号线南联站旁华润万家商圈交通购物方便,5室2厅,120.65平米,"				中层/32层
		
",南,2013年建,龙岗中心城二手房,"满京华喜悦里华庭 (满京华盈丰中心,满京华喜悦里(1-2)期)","
          "
名城花园 正规三房 独享私家花园 精装修  安静,3室2厅,80.9平米,"				高层/7层
		
",东北,1992年建,西乡二手房,名城花园,"
          "
乐城 横岗荷坳地 铁站豪华装修诚心卖,1室1厅,35平米,"				中层/33层
		
",西北,2013年建,横岗二手房,"乐城 (THETOWN乐城,荷康花园)","
          "
云顶嘉园 精装两房两厅，送全屋品牌家私 楼下沃尔玛 价格可谈,2室2厅,68.75平米,"				中层/31层
		
",西北,2011年建,新安二手房,"云顶嘉园 (金玉良苑,黄金大厦)","
          "
东方银座公馆 复试两房 精装修 视野好 带阳台 采光好 双卫生间,2室1厅,67.85平米,"				高层/31层
		
",南,2010年建,前海二手房,东方银座公馆 (前海豪苑),"
          "
美加广场 华侨城地铁物业，看房有钥匙，业主诚售！,3室2厅,177.86平米,"				高层/17层
		
",西南,2000年建,华侨城二手房,美加广场,"
          "
嘉汇新城汇商中心 业主诚心卖，价格靓丽,1室0厅,34.66平米,"				高层/5层
		
",南,2000年建,华强南二手房,嘉汇新城汇商中心 (Qpark),"
          "
鸿荣源尚峻二期 3室2厅1厨2卫金茂府为邻居，你学校为边界。,3室2厅,94.38平米,"				高层/44层
		
",东南,2016年建,大浪二手房,"鸿荣源尚峻二期 (尚峻二期,尚峻御园)","
          "
同泰时代中心 11号线地铁站公寓，不要社保,1室2厅,52.71平米,"				中层/14层
		
",西北,2014年建,福永二手房,同泰时代中心,"
          "
龙富花园 经典实用舒适小三房， 满五年税少， 居家舒适优选,3室2厅,78平米,"				高层/6层
		
",东北,1992年建,布吉街二手房,龙富花园,"
          "
鸿威de森林 清林经实验 精装大五房 满2年税少 位置安静,5室2厅,144.28平米,"				中层/31层
		
",南,2014年建,龙岗中心城二手房,鸿威de森林 (鸿威鸿景华庭),"
          "
来座山 精装5房 满五年，少税 双拼房，高层采光好,5室2厅,140平米,"				低层/32层
		
",南,2011年建,布吉大芬二手房,"来座山 (慢城四期,慢城)","
          "
恒裕嘉城 未来地铁 口，实用率高达120平，南向四房，少税,4室2厅,89平米,"				高层/33层
		
",南,2016年建,龙岗双龙二手房,恒裕嘉城 (恒裕嘉城花园),"
          "
世纪春城三期 南向精装修大3房 带大阳台 居家精选看房预约,3室2厅,107.39平米,"				中层/10层
		
",南,2007年建,深圳北二手房,世纪春城三期,"
          "
岸上林居 岸上林居豪华装修大四房.业主自住，保养好。看房方便,4室2厅,107.3平米,"				高层/33层
		
",南北,2015年建,龙岗中心城二手房,岸上林居,"
          "
可园七期 经典两房，精致装修 百强物业贴心服务居住很舒适,2室2厅,79.28平米,"				低层/22层
		
",南,2008年建,布吉关二手房,可园七期 (可园五六七期),"
          "
鹏城花园 楼层好，布心地铁站300米，交通方便，布心中学对面,3室2厅,81.29平米,"				低层/7层
		
",南,1994年建,布心二手房,鹏城花园,"
          "
振兴小区 2室2厅1厨1卫 76.0m² 精致装修,2室2厅,76平米,"				高层/7层
		
",南,1985年建,蛇口二手房,振兴小区,"
          "
ONE39 1室0厅1厨1卫 43.98m² 精致装修,1室0厅,43.98平米,"				低层/38层
		
",西,2011年建,地王二手房,ONE39 (龙园创展大厦),"
          "
熙园 高楼层 东南向 安静 低密度 明德实验未用 诚 售,4室2厅,199.43平米,"				中层/18层
		
",东北,2004年建,香蜜湖二手房,熙园,"
          "
文雅豪庭 精装三房  东南向  位置安静 满五,3室2厅,101.71平米,"				低层/11层
		
",东南,2005年建,布吉街二手房,文雅豪庭,"
          "
金庸阁二期 小高层花园小区，离地铁仅300米，交通便利。,3室2厅,111.96平米,"				中层/7层
		
",西南,2001年建,龙华中心二手房,金庸阁二期,"
          "
桂芳园一期 实用大气 买一层送一层复式房源，朝南住家舒适,5室2厅,61.14平米,"				高层/6层
		
",南,2002年建,布吉大芬二手房,桂芳园一期 (桂芳园),"
          "
中海怡瑞山居 年轻时尚二居室观景房落地大飘窗采光视野一流,2室2厅,66.01平米,"				中层/6层
		
",南,2007年建,布吉大芬二手房,中海怡瑞山居 (怡瑞山居),"
          "
水晶之城三期 横岗 荷坳地 铁口 复式房 急售,5室2厅,73.92平米,"				高层/6层
		
",东北,2001年建,横岗二手房,水晶之城三期 (水晶之城),"
          "
桃源居十五区 桃源居十五区中间位置端头位通风好采光足,4室2厅,147.2平米,"				低层/18层
		
",南北,2008年建,桃源居二手房,"桃源居十五区 (桃源盛景园二期,桃源盛景园)","
          "
德意名居 新出房实拍3层复试朝南视野开阔 钥匙在手随时看房,3室4厅,89.4平米,"				高层/18层
		
",南,2009年建,大学城二手房,德意名居 (德意名居一期),"
          "
新天地名居 出售两房322万 户型方正 看房先看同户型,2室1厅,54.35平米,"				低层/31层
		
",东北,2004年建,黄贝岭二手房,新天地名居,"
          "
虹桥金岸 这个户型是南北通透电梯高层房！,3室2厅,113.89平米,"				高层/28层
		
",南,2003年建,笋岗二手房,"虹桥金岸 (田心庆云花园三期,田心庆云花园10号楼,田心庆云花园)","
          "
观湖园 豪装1000万，看了此套大别墅，其它都不在眼里,9室3厅,346.64平米,"			共1层
		
",南,2009年建,观澜二手房,观湖园,"
          "
悠山美地 前海南山脚下精装两房诚心出售地铁物业,2室2厅,71.36平米,"				高层/18层
		
",南,2008年建,南油二手房,悠山美地 (南荔苑),"
          "
东方都会大厦 此房红本无税，户型方正，采光通风好,1室0厅,31.83平米,"				高层/32层
		
",东,2004年建,黄贝岭二手房,东方都会大厦,"
          "
桃源居十二区 精装修改善型大三房双阳台中间楼层看花园,3室2厅,115.6平米,"				高层/11层
		
",北,2005年建,桃源居二手房,桃源居十二区 (桃源居12区),"
          "
帝景峰 茂业城笋盘满五年税少东南朝向业主换房急售,3室2厅,67.5平米,"				低层/35层
		
",东南,2001年建,布吉大芬二手房,帝景峰 (茂业城帝景峰),"
          "
承翰半山海墅 大鹏豪宅小区承翰半山海豪装一线海景房价格洼’地,3室2厅,104.08平米,"				高层/16层
		
",东南,2015年建,大鹏二手房,承翰半山海墅 (半山海花园),"
          "
"南景豪庭 满五年,税率少,,,",3室0厅,76.19平米,"				高层/21层
		
",东,2002年建,布吉大芬二手房,南景豪庭,"
          "
美杜兰 精装电梯两房 户型方正 采光好,2室2厅,73.21平米,"				低层/18层
		
",南,2005年建,布吉街二手房,美杜兰 (美杜兰华庭),"
          "
璞岸 大鹏依山看海度假复式房看海高楼层视野开阔,5室2厅,168平米,"				高层/20层
		
",东南,2014年建,大鹏二手房,"璞岸 (璞岸花园,PURE33璞岸)","
          "
鹏兴花园二期 南向三房，厅出阳台，精致装修 ，税费少，品质大社区,3室2厅,85.73平米,"				中层/10层
		
",南,2000年建,莲塘二手房,鹏兴花园二期 (鹏兴花园),"
          "
黄埔雅苑一期 小区园林秀雅精巧 装修豪华大气 居住舒适 交通方便,8室4厅,337.8平米,"				高层/24层
		
",东,2001年建,莲花二手房,黄埔雅苑一期 (黄埔雅苑翠悠园),"
          "
天峦湖 坪山世外桃源！依山傍水 区唯.一的小区 业主急售 ,4室2厅,123平米,"				中层/32层
		
",南,2015年建,坪山二手房,天峦湖 (天峦湖花园),"
          "
富通御岭公馆 豪华装修5房2厅设计，两个超大阳台，赠送面积多！,5室2厅,170.76平米,"				高层/23层
		
",东北,2006年建,松岗二手房,富通御岭公馆 (畔山御景花园),"
          "
鹏兴花园一期 精装两房，户型方正，朝南,2室2厅,80平米,"				高层/8层
		
",南北,1998年建,莲塘二手房,鹏兴花园一期 (鹏兴花园),"
          "
慢城三期 超值的二手房，看了你就知道！满五年，交易费少。,2室2厅,74.19平米,"				低层/11层
		
",东,2006年建,布吉大芬二手房,慢城三期 (慢城),"
          "
祥和花园一期 华润万家对面，高层，方正实用，厅出阳台，红本无税,2室2厅,72.51平米,"				高层/16层
		
",东,1999年建,莲塘二手房,祥和花园一期 (祥和花园),"
          "
帝景峰 双地铁站物业，刚需过渡好房源。,1室1厅,36.98平米,"				低层/35层
		
",南,2001年建,布吉大芬二手房,帝景峰 (茂业城帝景峰),"
          "
心海城 刚交房没住过人 坪山体育馆旁、百万平大盘业主急卖,3室2厅,81平米,"				中层/27层
		
",东,2016年建,坪山二手房,心海城,"
          "
"东港印象A区 住家安静
原装5房南北通透业主有心卖",5室2厅,138.08平米,"				高层/20层
		
",南,2011年建,盐田二手房,"东港印象A区 (东港印象家园A区,印象家园A区)","
          "
御峰园四期 正南户型方正看花园，使用率高，带精装，低费用,3室2厅,120.33平米,"				低层/33层
		
",南,2013年建,平湖二手房,御峰园四期 (御峰园),"
          "
马古岭花园 深中+锦田 税费少 老旧小区 放盘少，价格可以谈,3室2厅,97平米,"				高层/7层
		
",南,1988年建,翠竹二手房,马古岭花园 (马古岭住宅区),"
          "
新亚洲花园 龙岗精装住家大四房，业主保养得当，业主诚心急售。,4室2厅,139.1平米,"				中层/11层
		
",南,2001年建,龙岗中心城二手房,新亚洲花园,"
          "
春华四季园 精装修四房带花园  业主诚心出售,4室2厅,110.86平米,"				低层/11层
		
",南,2006年建,民治二手房,春华四季园,"
          "
兰江山第28墅 香蜜湖半山大宅大三房，板楼南北通，百万豪装,3室2厅,78.78平米,"				中层/21层
		
",南,2014年建,香蜜湖二手房,兰江山第28墅 (兰江山第花园一期),"
          "
吉星花园 楼梯三居室，满五年红本，带租金，住家舒适，约看,3室1厅,69.02平米,"				高层/7层
		
",东南,1985年建,布吉关二手房,吉星花园,"
          "
杰恩大厦 居繁华地段 隔河看香港河 远眺香港青山绿水,3室1厅,102.29平米,"				中层/25层
		
",东,1998年建,"
          "
佳兆业上品雅园 杨美站二房二厅精装修出售，直接拎包入住。,2室2厅,75.51平米,"				中层/32层
		
",西南,2010年建,坂田二手房,佳兆业上品雅园 (上品雅园),"
          "
幸福城一期 业主诚心卖，看房方便，交通便利，出行方便！,5室2厅,187.25平米,"				中层/28层
		
",南,2013年建,龙华中心二手房,幸福城一期 (幸福城润园),"
          "
半岛花园B区 南北通透大三房，精装修，业主自住，看房方便,3室2厅,96.81平米,"				低层/7层
		
",北,1990年建,蛇口二手房,半岛花园B区,"
          "
万科红三期 十万火急 高层南向看中价格有空间,2室2厅,67.87平米,"				高层/28层
		
",南,2013年建,布吉关二手房,万科红三期 (万科红立方大厦),"
          "
水晶之城四期 总价低大两房 精装修住家装修 看房便利  业主诚卖,2室2厅,68.26平米,"				低层/6层
		
",西南,2005年建,横岗二手房,水晶之城四期 (水晶之城),"
          "
金域华府二期 外国语中学物业 豪华大五房 双阳台前后看花园 ,5室2厅,143.02平米,"				中层/34层
		
",东西,2012年建,梅林关二手房,金域华府二期 (万科金域华府南地块期),"
          "
信义假日名城二期 房子保养好，业主诚意卖。,2室2厅,71平米,"				低层/18层
		
",南,2003年建,布吉关二手房,"信义假日名城二期 (博雅园,假日名城二期,信义假日名城)","
          "
珑瑜 精装2房2厅 地铁旁 总价低 不限购,2室1厅,42.71平米,"				高层/31层
		
",东北,2010年建,龙岗中心城二手房,珑瑜 (缤纷世纪公寓),"
          "
华润城润府二期 次新房.东南高层精装修.免豪宅税.南外科华部九年制,2室2厅,89.41平米,"				中层/36层
		
",东南,2016年建,科技园二手房,华润城润府二期 (华润城),"
          "
振业城一期 双拼东端头大别墅豪装诚心出售,6室6厅,251.28平米,"				高层/1层
		
",南北,2005年建,横岗二手房,振业城一期 (振业城),"
          "
美丽365 清湖地鉄站 少有电梯房 精装复试 保养非常好,5室2厅,152.45平米,"				高层/9层
		
",南,2002年建,龙华中心二手房,美丽365,"
          "
福乐雅苑 福田区委商圈，双地铁物业，实用3房，南北通,3室2厅,92.16平米,"				高层/8层
		
",南,1997年建,皇岗二手房,福乐雅苑,"
          "
富霖花园 资产带前后花园院子改善型住宅南北通透,6室2厅,237.49平米,"				低层/8层
		
",南北,1998年建,景田二手房,富霖花园,"
          "
锦绣花园二期 4室2厅1厨2卫 180.0m² 满五首套房子,4室2厅,180平米,"				中层/32层
		
",西北,1999年建,华侨城二手房,锦绣花园二期,"
          "
深业花园 莲花山下 少年宫旁 少有花园式两房放卖,2室2厅,88.17平米,"				中层/31层
		
",东北,2001年建,莲花二手房,深业花园,"
          "
竹盛花园三期 精致三房 近园博园 高层南向  教科院附小 ,3室2厅,91.69平米,"				高层/27层
		
",东南,2006年建,竹子林二手房,竹盛花园三期,"
          "
兰江山第28墅 胜似别墅，实用近850平，上叠采光通风非常好,11室4厅,321.77平米,"				中层/6层
		
",南北,2014年建,香蜜湖二手房,兰江山第28墅 (兰江山第花园一期),"
          "
禾田小筑 2房2厅 49.24平 普通装修 南,2室2厅,49.24平米,"				低层/9层
		
",南,2003年建,龙岗中心城二手房,禾田小筑 (楚丰商业广场),"
          "
前海凯御 精装公寓，使用率高，近地铁，租金高,2室1厅,55.63平米,"				高层/26层
		
",南,2016年建,前海二手房,"前海凯御 (大新时代大厦,前海星虹)","
          "
山海上城 华师大附属学校，大四房业主诚心出售，使用了率非常高,4室2厅,129.29平米,"				中层/31层
		
",南,2014年建,西乡二手房,"山海上城 (康达尔山海上城,山海上园一期,康达尔山海上园一期)","
          "
五洲星苑 精致装修 业主诚售 红本无税 看房方便,1室0厅,41.33平米,"				高层/33层
		
",西,2006年建,景田二手房,五洲星苑,"
          "
可乐园 小复式 总价低 业主急卖,2室2厅,39.77平米,"				中层/5层
		
",西北,2007年建,龙华中心二手房,可乐园,"
          "
御景东方花园 红树湾 安静舒适 大阳台,4室2厅,151平米,"				中层/33层
		
",东北,2006年建,红树湾二手房,御景东方花园 (御景花园),"
          "
万科天誉花园一期 小区高楼层 东南朝向 高楼层 满2年,3室2厅,87.62平米,"				高层/32层
		
",东南,2013年建,龙岗中心城二手房,万科天誉花园一期 (天誉花园一期),"
          "
景达楼 88平南北通3房带旧改物业，五年wei一无税费,1室0厅,87.46平米,"				高层/7层
		
",南北,1998年建,景田二手房,景达楼,"
          "
观澜湖汉士达 独栋大宅 赠送前后1200平大花园 需一次性付款,7室2厅,751.61平米,"			共1层
		
",南,2011年建,观澜二手房,观澜湖汉士达 (观澜湖高尔夫大宅*汉士达区),"
          "
中旅国际公馆二期 南北通 厅出大阳台4+1房 双车位+入户 红本无税,5室2厅,157.36平米,"				中层/30层
		
",南北,2006年建,香蜜湖二手房,"中旅国际公馆二期 (港中旅二期,港中旅花园,中旅公馆)","
          "
东方皇宫 4房2厅，可做两套两房一厅，两个大阳台，业主有心卖,4室2厅,98.3平米,"				低层/29层
		
",东,1990年建,春风路二手房,东方皇宫,"
          "
美丽365 大型花园社区精致小三房，东南朝向，看房方便,3室2厅,77.9平米,"				低层/7层
		
",东北,2002年建,龙华中心二手房,美丽365,"
          "
翠海花园一期 大四房、户型方正、楼层好,3室2厅,105.18平米,"				高层/18层
		
",南,2000年建,香蜜湖二手房,"翠海花园一期 (翠海花园,振业翠海花园一期,振业翠海花园一期)","
          "
世纪春城三期 高楼层 采光好 位置安静 精装电梯二房 拎包入住,2室2厅,83.9平米,"				高层/16层
		
",南,2007年建,深圳北二手房,世纪春城三期,"
          "
飞扬时代大厦 精装一房一厅，看房方便,1室1厅,47.73平米,"				中层/29层
		
",南,2006年建,华强南二手房,飞扬时代大厦 (飞扬时代),"
          "
信托花园 园林式，花园式居住地。值得信任托付的物业。,6室3厅,283.39平米,"				高层/7层
		
",南,1996年建,石厦二手房,信托花园,"
          "
现代城华庭 业主自住精装2房 位置佳 诚心出售 南二外学府中学,2室2厅,97.28平米,"				中层/30层
		
",南,2004年建,南山中心区二手房,现代城华庭,"
          "
i派龙城 龙岗3号线出口 新出笋盘 满五税费少 诚心出售,2室2厅,81.8平米,"				高层/17层
		
",南,2010年建,龙岗中心城二手房,i派龙城 (城南雅筑),"
          "
鸿园居 户型方正采光好，拎包入住,1室1厅,44.78平米,"				高层/18层
		
",南,2000年建,百仕达二手房,鸿园居,"
          "
风临国际 三号线吉祥站物业，精装一房可住家可办公，新亚洲可用,1室1厅,47.37平米,"				高层/29层
		
",南,2008年建,龙岗中心城二手房,"风临国际 (鸿基花园三期,风临域)","
          "
百仕达花园 小区环境优美  户型方正  看房随时方便,3室2厅,163平米,"				高层/32层
		
",东南,1995年建,布心二手房,"百仕达花园 (百仕达8号楼,百仕达花园8号,百仕达8号)","
          "
中海怡美山庄 学校物业精装3房，业主诚心出售,3室2厅,101.91平米,"				中层/6层
		
",东南,2004年建,横岗二手房,中海怡美山庄 (怡美山庄),"
          "
荣超花园 朝南大3房   满五 看房方便,3室2厅,106.4平米,"				中层/23层
		
",南,1997年建,布吉关二手房,荣超花园,"
          "
富通御岭公馆 2室1厅0厨1卫 76.71m² 精致装修,3室2厅,76.64平米,"				高层/26层
		
",南,2006年建,松岗二手房,富通御岭公馆 (畔山御景花园),"
          "
梅花新园 民治地铁  通风采光好,2室2厅,69平米,"				中层/11层
		
",北,2002年建,民治二手房,梅花新园,"
          "
